Frame 0: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 2201: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 2201: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2202: ('7', 'minus', '4', 'equals', '3') → REJECTED (A↔B)
Frame 2202: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 2202: ('student', 'reads', 'book') → REJECTED (A↔B)
Frame 2202: ('3', 'plus', '2', 'equals', '5') → REJECTED (A↔B)
Frame 2202: ('cat', 'scratches', 'couch') → REJECTED (A↔B)
Frame 2203: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2203: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2203: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 2203: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 2203: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 2204: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 2204: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 2204: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 2204: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 2204: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 2205: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 2205: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 2205: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 2205: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2205: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 2206: ('mouse', 'hides_under', 'table') → REJECTED (A↔B)
Frame 2206: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 2206: ('bird', 'builds', 'nest') → REJECTED (A↔B)
Frame 2206: ('door', 'opens_to', 'room') → REJECTED (A↔B)
Frame 2206: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2207: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 2207: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 2207: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 2207: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2207: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2208: ('10', 'minus', '7', 'equals', '3') → REJECTED (A↔B)
Frame 2208: ('owl', 'watches_from', 'tree') → REJECTED (A↔B)
Frame 2208: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 2208: ('4', 'plus', '5', 'equals', '9') → REJECTED (A↔B)
Frame 2208: ('2', 'plus', '5', 'equals', '7') → REJECTED (A↔B)
Frame 2209: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 2209: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 2209: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 2209: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 2209: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 2210: ('child', 'pets', 'dog') → REJECTED (A↔B)
Frame 2210: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 2210: ('10', 'divided_by', '2', 'equals', '5') → REJECTED (A↔B)
Frame 2210: ('student', 'solves', 'problem') → REJECTED (A↔B)
Frame 2210: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2211: ('artist', 'draws', 'picture') → REJECTED (A↔B)
Frame 2211: ('light', 'enters', 'window') → REJECTED (A↔B)
Frame 2211: ('bus', 'waits_at', 'stop') → REJECTED (A↔B)
Frame 2211: ('student', 'solves', 'problem') → REJECTED (A↔B)
Frame 2211: ('river', 'flows_into', 'ocean') → REJECTED (A↔B)
Frame 2212: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 2212: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2212: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2212: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2212: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 2213: ('bee', 'lands_on', 'flower') → REJECTED (A↔B)
Frame 2213: ('lion', 'hunts', 'deer') → REJECTED (A↔B)
Frame 2213: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2213: ('cat', 'scratches', 'couch') → REJECTED (A↔B)
Frame 2213: ('child', 'plays_with', 'toy') → REJECTED (A↔B)
Frame 2214: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 2214: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 2214: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2214: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2214: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 2215: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 2215: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 2215: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2215: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 2215: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 2216: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 2216: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 2216: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 2216: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2216: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 2217: ('nurse', 'cares_for', 'child') → REJECTED (A↔B)
Frame 2217: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2217: ('4', 'plus', '5', 'equals', '9') → REJECTED (A↔B)
Frame 2217: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 2217: ('river', 'flows_into', 'ocean') → REJECTED (A↔B)
Frame 2218: ('10', 'minus', '7', 'equals', '3') → REJECTED (A↔B)
Frame 2218: ('mouse', 'hides_under', 'table') → REJECTED (A↔B)
Frame 2218: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 2218: ('light', 'enters', 'window') → REJECTED (A↔B)
Frame 2218: ('light', 'enters', 'window') → REJECTED (A↔B)
Frame 2219: ('student', 'reads', 'book') → REJECTED (A↔B)
Frame 2219: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2219: ('car', 'stops_at', 'light') → REJECTED (A↔B)
Frame 2219: ('5', 'times', '2', 'equals', '10') → REJECTED (A↔B)
Frame 2219: ('mouse', 'hides_under', 'table') → REJECTED (A↔B)
Frame 2220: ('robot', 'fixes', 'machine') → REJECTED (A↔B)
Frame 2220: ('dog', 'guards', 'house') → REJECTED (A↔B)
Frame 2220: ('moon', 'reflects', 'sunlight') → REJECTED (A↔B)
Frame 2220: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2220: ('snow', 'covers', 'road') → REJECTED (A↔B)
Frame 2221: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 2221: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 2221: ('5', 'minus', '3', 'equals', '2') → REJECTED (A↔B)
Frame 2221: ('5', 'times', '2', 'equals', '10') → REJECTED (A↔B)
Frame 2221: ('8', 'plus', '1', 'equals', '9') → REJECTED (A↔B)
Frame 2222: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 2222: ('2', 'plus', '2', 'equals', '4') → REJECTED (A↔B)
Frame 2222: ('cat', 'climbs', 'tree') → REJECTED (A↔B)
Frame 2222: ('10', 'minus', '7', 'equals', '3') → REJECTED (A↔B)
Frame 2222: ('7', 'minus', '4', 'equals', '3') → REJECTED (A↔B)
Frame 2223: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 2223: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2223: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 2223: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 2223: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 2224: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 2224: ('child', 'pets', 'dog') → REJECTED (A↔B)
Frame 2224: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 2224: ('tree', 'shades', 'ground') → REJECTED (A↔B)
Frame 2224: ('light', 'enters', 'window') → REJECTED (A↔B)
Frame 2225: ('teacher', 'corrects', 'test') → REJECTED (A↔B)
Frame 2225: ('bird', 'flies_over', 'mountain') → REJECTED (A↔B)
Frame 2225: ('moon', 'rises_above', 'trees') → REJECTED (A↔B)
Frame 2225: ('car', 'stops_at', 'light') → REJECTED (A↔B)
Frame 2225: ('sun', 'shines_on', 'earth') → REJECTED (A↔B)
Frame 2226: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2226: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 2226: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2226: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 2226: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2227: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2227: ('sun', 'shines_on', 'earth') → REJECTED (A↔B)
Frame 2227: ('lion', 'hunts', 'deer') → REJECTED (A↔B)
Frame 2227: ('engineer', 'builds', 'tower') → REJECTED (A↔B)
Frame 2227: ('light', 'enters', 'window') → REJECTED (A↔B)
Frame 2228: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2228: ('ice', 'melts_on', 'plate') → REJECTED (A↔B)
Frame 2228: ('dog', 'guards', 'house') → REJECTED (A↔B)
Frame 2228: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 2228: ('5', 'plus', '7', 'equals', '12') → REJECTED (A↔B)
Frame 2229: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2229: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 2229: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2229: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 2229: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 2230: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2230: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 2230: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 2230: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 2230: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2231: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 2231: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 2231: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2231: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 2231: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 2232: ('bird', 'flies_over', 'mountain') → REJECTED (A↔B)
Frame 2232: ('moon', 'reflects', 'sunlight') → REJECTED (A↔B)
Frame 2232: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2232: ('bird', 'builds', 'nest') → REJECTED (A↔B)
Frame 2232: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 2233: ('dog', 'guards', 'house') → REJECTED (A↔B)
Frame 2233: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 2233: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 2233: ('computer', 'processes', 'data') → REJECTED (A↔B)
Frame 2233: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 2234: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 2234: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 2234: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2234: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 2234: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2235: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 2235: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 2235: ('robot', 'fixes', 'machine') → REJECTED (A↔B)
Frame 2235: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2235: ('snow', 'covers', 'road') → REJECTED (A↔B)
Frame 2236: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 2236: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 2236: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 2236: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2236: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 2237: ('dog', 'barks_at', 'stranger') → REJECTED (A↔B)
Frame 2237: ('boat', 'sails_on', 'lake') → REJECTED (A↔B)
Frame 2237: ('storm', 'damages', 'building') → REJECTED (A↔B)
Frame 2237: ('wind', 'blows', 'tree') → REJECTED (A↔B)
Frame 2237: ('bird', 'flies_over', 'mountain') → REJECTED (A↔B)
Frame 2238: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 2238: ('6', 'divided_by', '3', 'equals', '2') → REJECTED (A↔B)
Frame 2238: ('storm', 'roars_through', 'night') → REJECTED (A↔B)
Frame 2238: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 2238: ('engine', 'drives', 'vehicle') → REJECTED (A↔B)
Frame 2239: ('bird', 'flies_over', 'mountain') → REJECTED (A↔B)
Frame 2239: ('7', 'plus', '2', 'equals', '9') → REJECTED (A↔B)
Frame 2239: ('rain', 'falls_on', 'roof') → REJECTED (A↔B)
Frame 2239: ('lion', 'hunts', 'deer') → REJECTED (A↔B)
Frame 2239: ('child', 'plays_with', 'toy') → REJECTED (A↔B)
Frame 2240: ('owl', 'watches_from', 'tree') → REJECTED (A↔B)
Frame 2240: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 2240: ('engineer', 'builds', 'tower') → REJECTED (A↔B)
Frame 2240: ('child', 'plays_with', 'toy') → REJECTED (A↔B)
Frame 2240: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 2241: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2241: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 2241: ('sun', 'sets_behind', 'hill') → REJECTED (A↔B)
Frame 2241: ('bee', 'lands_on', 'flower') → REJECTED (A↔B)
Frame 2241: ('sunlight', 'warms', 'rock') → REJECTED (A↔B)
Frame 2242: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2242: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 2242: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 2242: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2242: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2243: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 2243: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2243: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2243: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 2243: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 2244: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 2244: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 2244: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 2244: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 2244: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2245: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 2245: ('nurse', 'cares_for', 'child') → REJECTED (A↔B)
Frame 2245: ('flower', 'opens', 'petals') → REJECTED (A↔B)
Frame 2245: ('tree', 'shades', 'ground') → REJECTED (A↔B)
Frame 2245: ('6', 'divided_by', '3', 'equals', '2') → REJECTED (A↔B)
Frame 2246: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 2246: ('wind', 'moves', 'cloud') → REJECTED (A↔B)
Frame 2246: ('2', 'times', '3', 'equals', '6') → REJECTED (A↔B)
Frame 2246: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 2246: ('plane', 'flies_above', 'city') → REJECTED (A↔B)
Frame 2247: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2247: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 2247: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 2247: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 2247: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 2248: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 2248: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 2248: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 2248: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 2248: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2249: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 2249: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2249: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 2249: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 2249: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2250: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 2250: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 2250: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2250: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2250: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 2251: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 2251: ('fish', 'swims_in', 'river') → REJECTED (A↔B)
Frame 2251: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 2251: ('dog', 'barks_at', 'stranger') → REJECTED (A↔B)
Frame 2251: ('mouse', 'hides_under', 'table') → REJECTED (A↔B)
Frame 2252: ('wind', 'blows', 'tree') → REJECTED (A↔B)
Frame 2252: ('cat', 'climbs', 'tree') → REJECTED (A↔B)
Frame 2252: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 2252: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2252: ('car', 'stops_at', 'light') → REJECTED (A↔B)
Frame 2253: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 2253: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2253: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 2253: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 2253: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 2254: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 2254: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2254: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 2254: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2254: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 2255: ('10', 'minus', '7', 'equals', '3') → REJECTED (A↔B)
Frame 2255: ('snow', 'covers', 'road') → REJECTED (A↔B)
Frame 2255: ('plane', 'flies_above', 'city') → REJECTED (A↔B)
Frame 2255: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 2255: ('nurse', 'cares_for', 'child') → REJECTED (A↔B)
Frame 2256: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2256: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 2256: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2256: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2256: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2257: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2257: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 2257: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2257: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 2257: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 2258: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 2258: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 2258: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 2258: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 2258: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 2259: ('engine', 'drives', 'vehicle') → REJECTED (A↔B)
Frame 2259: ('bus', 'waits_at', 'stop') → REJECTED (A↔B)
Frame 2259: ('teacher', 'corrects', 'test') → REJECTED (A↔B)
Frame 2259: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 2259: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 2260: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 2260: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 2260: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 2260: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 2260: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 2261: ('5', 'plus', '7', 'equals', '12') → REJECTED (A↔B)
Frame 2261: ('door', 'opens_to', 'room') → REJECTED (A↔B)
Frame 2261: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 2261: ('5', 'minus', '3', 'equals', '2') → REJECTED (A↔B)
