Frame 0: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2260: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2260: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2260: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2260: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2261: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2261: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2261: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2261: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2261: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2262: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2262: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2262: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2262: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2262: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2263: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2263: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2263: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2263: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2263: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2264: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2264: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2264: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2264: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2264: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2265: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2265: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2265: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2265: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2265: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2266: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2266: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2266: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2266: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2266: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2267: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2267: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2267: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2267: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2267: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2268: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2268: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2268: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2268: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2268: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2269: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2269: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2269: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2269: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2269: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2270: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2270: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2270: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2270: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2270: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2271: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2271: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2271: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2271: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2271: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2272: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2272: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2272: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2272: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2272: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2273: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2273: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2273: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2273: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2273: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2274: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2274: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2274: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2274: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2274: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2275: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2275: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2275: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2275: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2275: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2276: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2276: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2276: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2276: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2276: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2277: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2277: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2277: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2277: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2277: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2278: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2278: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2278: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2278: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2278: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2279: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2279: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2279: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2279: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2279: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2280: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2280: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2280: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2280: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2280: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2281: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2281: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2281: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2281: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2281: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2282: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2282: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2282: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2282: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2282: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2283: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2283: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2283: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2283: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2283: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2284: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2284: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2284: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2284: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2284: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2285: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2285: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2285: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2285: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2285: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2286: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2286: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2286: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2286: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2286: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2287: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2287: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2287: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2287: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2287: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2288: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2288: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2288: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2288: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2288: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2289: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2289: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2289: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2289: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2289: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2290: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2290: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2290: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2290: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2290: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2291: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2291: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2291: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2291: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2291: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2292: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2292: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2292: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2292: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2292: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2293: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2293: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2293: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2293: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2293: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2294: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2294: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2294: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2294: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2294: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2295: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2295: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2295: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2295: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2295: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2296: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2296: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2296: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2296: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2296: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2297: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2297: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2297: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2297: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2297: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2298: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2298: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2298: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2298: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2298: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2299: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2299: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2299: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2299: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2299: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2300: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2300: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2300: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2300: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2300: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2301: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2301: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2301: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2301: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2301: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2302: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2302: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2302: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2302: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2302: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2303: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2303: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2303: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2303: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2303: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2304: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2304: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2304: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2304: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2304: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2305: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2305: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2305: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2305: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2305: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2306: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2306: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2306: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2306: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2306: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2307: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2307: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2307: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2307: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2307: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2308: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2308: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2308: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2308: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2308: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2309: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2309: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2309: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2309: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2309: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2310: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2310: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2310: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2310: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2310: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2311: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2311: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2311: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2311: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2311: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2312: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2312: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2312: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2312: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2312: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2313: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2313: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2313: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2313: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2313: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2314: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2314: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2314: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2314: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2314: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2315: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2315: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2315: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2315: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2315: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2316: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2316: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2316: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2316: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2316: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2317: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2317: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2317: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2317: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2317: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2318: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2318: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2318: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2318: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2318: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2319: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2319: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2319: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2319: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2319: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2320: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2320: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2320: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2320: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2320: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2321: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2321: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2321: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2321: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2321: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2322: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2322: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2322: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2322: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2322: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2323: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2323: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2323: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2323: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2323: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2324: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2324: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2324: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2324: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2324: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2325: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2325: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2325: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2325: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2325: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2326: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2326: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2326: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2326: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2326: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2327: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2327: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2327: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2327: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2327: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2328: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2328: ('bird', 'flies', 'sky') → REJECTED (A↔B)
