Frame 0: PROPOSED ('afraid', 'bored', 'afraid') ↔ ('ängstlich', 'gelangweilt', 'ängstlich') → REJECTED
Frame 6943: PROPOSED ('lamp', 'over', 'calm') ↔ ('Lampe', 'über', 'ruhig') → REJECTED
Frame 6943: PROPOSED ('learn', 'over', 'through') ↔ ('lernen', 'über', 'durch') → REJECTED
Frame 6944: PROPOSED ('bright', 'teacher', 'bright') ↔ ('hell', 'Lehrer', 'hell') → REJECTED
Frame 6944: PROPOSED ('none', 'some', 'near') ↔ ('keine', 'einige', 'nahe') → REJECTED
Frame 6945: PROPOSED ('small', 'two', 'dog') ↔ ('klein', 'zwei', 'Hund') → REJECTED
Frame 6945: PROPOSED ('build', 'jump', 'city') ↔ ('bauen', 'springen', 'Stadt') → REJECTED
Frame 6946: PROPOSED ('spoon', 'beside', 'many') ↔ ('Löffel', 'neben', 'viele') → REJECTED
Frame 6946: PROPOSED ('computer', 'some', 'fast') ↔ ('Computer', 'einige', 'schnell') → REJECTED
Frame 6947: PROPOSED ('field', 'few', 'artist') ↔ ('Feld', 'wenige', 'Künstler') → REJECTED
Frame 6947: PROPOSED ('computer', 'warm', 'mountain') ↔ ('Computer', 'warm', 'Berg') → REJECTED
Frame 6948: PROPOSED ('across', 'excited', 'tree') ↔ ('über', 'aufgeregt', 'Baum') → REJECTED
Frame 6948: PROPOSED ('warm', 'bright', 'river') ↔ ('warm', 'hell', 'Fluss') → REJECTED
Frame 6949: PROPOSED ('swim', 'door', 'cold') ↔ ('schwimmen', 'Tür', 'kalt') → REJECTED
Frame 6949: PROPOSED ('house', 'dark', 'door') ↔ ('Haus', 'dunkel', 'Tür') → REJECTED
Frame 6950: PROPOSED ('boat', 'dog', 'boat') ↔ ('Boot', 'Hund', 'Boot') → REJECTED
Frame 6950: PROPOSED ('sleep', 'walk', 'computer') ↔ ('schlafen', 'gehen', 'Computer') → REJECTED
Frame 6951: PROPOSED ('spoon', 'angry', 'teach') ↔ ('Löffel', 'wütend', 'lehren') → REJECTED
Frame 6951: PROPOSED ('mountain', 'fast', 'teach') ↔ ('Berg', 'schnell', 'lehren') → REJECTED
Frame 6952: PROPOSED ('one', 'afraid', 'door') ↔ ('eins', 'ängstlich', 'Tür') → REJECTED
Frame 6952: PROPOSED ('none', 'city', 'under') ↔ ('keine', 'Stadt', 'unter') → REJECTED
Frame 6953: PROPOSED ('excited', 'spoon', 'safe') ↔ ('aufgeregt', 'Löffel', 'sicher') → REJECTED
Frame 6953: PROPOSED ('run', 'door', 'over') ↔ ('laufen', 'Tür', 'über') → REJECTED
Frame 6954: PROPOSED ('dog', 'city', 'walk') ↔ ('Hund', 'Stadt', 'gehen') → REJECTED
Frame 6954: PROPOSED ('computer', 'chair', 'bright') ↔ ('Computer', 'Stuhl', 'hell') → REJECTED
Frame 6955: PROPOSED ('across', 'angry', 'near') ↔ ('über', 'wütend', 'nahe') → REJECTED
Frame 6955: PROPOSED ('cat', 'warm', 'some') ↔ ('Katze', 'warm', 'einige') → REJECTED
Frame 6956: PROPOSED ('happy', 'boat', 'tree') ↔ ('glücklich', 'Boot', 'Baum') → REJECTED
Frame 6956: PROPOSED ('over', 'sleep', 'happy') ↔ ('über', 'schlafen', 'glücklich') → REJECTED
Frame 6957: PROPOSED ('dog', 'house', 'excited') ↔ ('Hund', 'Haus', 'aufgeregt') → REJECTED
Frame 6957: PROPOSED ('around', 'angry', 'fast') ↔ ('um', 'wütend', 'schnell') → REJECTED
Frame 6958: PROPOSED ('build', 'swim', 'under') ↔ ('bauen', 'schwimmen', 'unter') → REJECTED
Frame 6958: PROPOSED ('tree', 'cold', 'build') ↔ ('Baum', 'kalt', 'bauen') → REJECTED
Frame 6959: PROPOSED ('near', 'happy', 'beside') ↔ ('nahe', 'glücklich', 'neben') → REJECTED
Frame 6959: PROPOSED ('jump', 'swim', 'few') ↔ ('springen', 'schwimmen', 'wenige') → REJECTED
Frame 6960: PROPOSED ('around', 'slow', 'one') ↔ ('um', 'langsam', 'eins') → REJECTED
Frame 6960: PROPOSED ('child', 'dog', 'car') ↔ ('Kind', 'Hund', 'Auto') → REJECTED
Frame 6961: PROPOSED ('tree', 'field', 'teach') ↔ ('Baum', 'Feld', 'lehren') → REJECTED
Frame 6961: PROPOSED ('bored', 'through', 'table') ↔ ('gelangweilt', 'durch', 'Tisch') → REJECTED
Frame 6962: PROPOSED ('tired', 'child', 'big') ↔ ('müde', 'Kind', 'groß') → REJECTED
Frame 6962: PROPOSED ('jump', 'spoon', 'calm') ↔ ('springen', 'Löffel', 'ruhig') → REJECTED
Frame 6963: PROPOSED ('learn', 'lamp', 'bright') ↔ ('lernen', 'Lampe', 'hell') → REJECTED
Frame 6963: PROPOSED ('fly', 'under', 'all') ↔ ('fliegen', 'unter', 'alle') → REJECTED
Frame 6964: PROPOSED ('some', 'backpack', 'computer') ↔ ('einige', 'Rucksack', 'Computer') → REJECTED
Frame 6964: PROPOSED ('cat', 'bored', 'run') ↔ ('Katze', 'gelangweilt', 'laufen') → REJECTED
Frame 6965: PROPOSED ('across', 'child', 'jump') ↔ ('über', 'Kind', 'springen') → REJECTED
Frame 6965: PROPOSED ('artist', 'calm', 'through') ↔ ('Künstler', 'ruhig', 'durch') → REJECTED
Frame 6966: PROPOSED ('near', 'child', 'house') ↔ ('nahe', 'Kind', 'Haus') → REJECTED
Frame 6966: PROPOSED ('calm', 'cold', 'teach') ↔ ('ruhig', 'kalt', 'lehren') → REJECTED
Frame 6967: PROPOSED ('swim', 'child', 'bright') ↔ ('schwimmen', 'Kind', 'hell') → REJECTED
Frame 6967: PROPOSED ('spoon', 'tree', 'happy') ↔ ('Löffel', 'Baum', 'glücklich') → REJECTED
Frame 6968: PROPOSED ('safe', 'one', 'dark') ↔ ('sicher', 'eins', 'dunkel') → REJECTED
Frame 6968: PROPOSED ('some', 'big', 'bright') ↔ ('einige', 'groß', 'hell') → REJECTED
Frame 6969: PROPOSED ('dark', 'dog', 'angry') ↔ ('dunkel', 'Hund', 'wütend') → REJECTED
Frame 6969: PROPOSED ('build', 'spoon', 'through') ↔ ('bauen', 'Löffel', 'durch') → REJECTED
Frame 6970: PROPOSED ('near', 'excited', 'fast') ↔ ('nahe', 'aufgeregt', 'schnell') → REJECTED
Frame 6970: PROPOSED ('boat', 'river', 'small') ↔ ('Boot', 'Fluss', 'klein') → REJECTED
Frame 6971: PROPOSED ('angry', 'small', 'child') ↔ ('wütend', 'klein', 'Kind') → REJECTED
Frame 6971: PROPOSED ('tired', 'small', 'all') ↔ ('müde', 'klein', 'alle') → REJECTED
Frame 6972: PROPOSED ('cat', 'swim', 'teacher') ↔ ('Katze', 'schwimmen', 'Lehrer') → REJECTED
Frame 6972: PROPOSED ('backpack', 'car', 'happy') ↔ ('Rucksack', 'Auto', 'glücklich') → REJECTED
Frame 6973: PROPOSED ('field', 'calm', 'artist') ↔ ('Feld', 'ruhig', 'Künstler') → REJECTED
Frame 6973: PROPOSED ('afraid', 'bright', 'jump') ↔ ('ängstlich', 'hell', 'springen') → REJECTED
Frame 6974: PROPOSED ('mountain', 'city', 'learn') ↔ ('Berg', 'Stadt', 'lernen') → REJECTED
Frame 6974: PROPOSED ('calm', 'angry', 'all') ↔ ('ruhig', 'wütend', 'alle') → REJECTED
Frame 6975: PROPOSED ('lamp', 'dog', 'spoon') ↔ ('Lampe', 'Hund', 'Löffel') → REJECTED
Frame 6975: PROPOSED ('child', 'door', 'learn') ↔ ('Kind', 'Tür', 'lernen') → REJECTED
Frame 6976: PROPOSED ('cold', 'through', 'build') ↔ ('kalt', 'durch', 'bauen') → REJECTED
Frame 6976: PROPOSED ('near', 'one', 'one') ↔ ('nahe', 'eins', 'eins') → REJECTED
Frame 6977: PROPOSED ('warm', 'dark', 'table') ↔ ('warm', 'dunkel', 'Tisch') → REJECTED
Frame 6977: PROPOSED ('fly', 'teach', 'field') ↔ ('fliegen', 'lehren', 'Feld') → REJECTED
Frame 6978: PROPOSED ('lamp', 'warm', 'learn') ↔ ('Lampe', 'warm', 'lernen') → REJECTED
Frame 6978: PROPOSED ('computer', 'near', 'warm') ↔ ('Computer', 'nahe', 'warm') → REJECTED
Frame 6979: PROPOSED ('boat', 'near', 'around') ↔ ('Boot', 'nahe', 'um') → REJECTED
Frame 6979: PROPOSED ('door', 'boat', 'boat') ↔ ('Tür', 'Boot', 'Boot') → REJECTED
Frame 6980: PROPOSED ('excited', 'many', 'chair') ↔ ('aufgeregt', 'viele', 'Stuhl') → REJECTED
Frame 6980: PROPOSED ('tired', 'artist', 'dog') ↔ ('müde', 'Künstler', 'Hund') → REJECTED
Frame 6981: PROPOSED ('lamp', 'sleep', 'build') ↔ ('Lampe', 'schlafen', 'bauen') → REJECTED
Frame 6981: PROPOSED ('jump', 'table', 'safe') ↔ ('springen', 'Tisch', 'sicher') → REJECTED
Frame 6982: PROPOSED ('two', 'around', 'some') ↔ ('zwei', 'um', 'einige') → REJECTED
Frame 6982: PROPOSED ('angry', 'dark', 'through') ↔ ('wütend', 'dunkel', 'durch') → REJECTED
Frame 6983: PROPOSED ('some', 'boat', 'few') ↔ ('einige', 'Boot', 'wenige') → REJECTED
Frame 6983: PROPOSED ('one', 'many', 'around') ↔ ('eins', 'viele', 'um') → REJECTED
Frame 6984: PROPOSED ('build', 'around', 'child') ↔ ('bauen', 'um', 'Kind') → REJECTED
Frame 6984: PROPOSED ('one', 'near', 'big') ↔ ('eins', 'nahe', 'groß') → REJECTED
Frame 6985: PROPOSED ('near', 'teach', 'teacher') ↔ ('nahe', 'lehren', 'Lehrer') → REJECTED
Frame 6985: PROPOSED ('build', 'build', 'walk') ↔ ('bauen', 'bauen', 'gehen') → REJECTED
Frame 6986: PROPOSED ('learn', 'dark', 'over') ↔ ('lernen', 'dunkel', 'über') → REJECTED
Frame 6986: PROPOSED ('car', 'across', 'around') ↔ ('Auto', 'über', 'um') → REJECTED
Frame 6987: PROPOSED ('none', 'none', 'field') ↔ ('keine', 'keine', 'Feld') → REJECTED
Frame 6987: PROPOSED ('spoon', 'calm', 'near') ↔ ('Löffel', 'ruhig', 'nahe') → REJECTED
Frame 6988: PROPOSED ('small', 'afraid', 'learn') ↔ ('klein', 'ängstlich', 'lernen') → REJECTED
Frame 6988: PROPOSED ('excited', 'spoon', 'computer') ↔ ('aufgeregt', 'Löffel', 'Computer') → REJECTED
Frame 6989: PROPOSED ('under', 'dog', 'jump') ↔ ('unter', 'Hund', 'springen') → REJECTED
Frame 6989: PROPOSED ('cold', 'sleep', 'afraid') ↔ ('kalt', 'schlafen', 'ängstlich') → REJECTED
Frame 6990: PROPOSED ('cold', 'tired', 'teacher') ↔ ('kalt', 'müde', 'Lehrer') → REJECTED
Frame 6990: PROPOSED ('dark', 'jump', 'all') ↔ ('dunkel', 'springen', 'alle') → REJECTED
Frame 6991: PROPOSED ('excited', 'field', 'none') ↔ ('aufgeregt', 'Feld', 'keine') → REJECTED
Frame 6991: PROPOSED ('through', 'fly', 'around') ↔ ('durch', 'fliegen', 'um') → REJECTED
Frame 6992: PROPOSED ('computer', 'cold', 'child') ↔ ('Computer', 'kalt', 'Kind') → REJECTED
Frame 6992: PROPOSED ('backpack', 'lamp', 'cat') ↔ ('Rucksack', 'Lampe', 'Katze') → REJECTED
Frame 6993: PROPOSED ('tired', 'spoon', 'tired') ↔ ('müde', 'Löffel', 'müde') → REJECTED
Frame 6993: PROPOSED ('eat', 'run', 'big') ↔ ('essen', 'laufen', 'groß') → REJECTED
Frame 6994: PROPOSED ('artist', 'boat', 'fast') ↔ ('Künstler', 'Boot', 'schnell') → REJECTED
Frame 6994: PROPOSED ('under', 'tired', 'dark') ↔ ('unter', 'müde', 'dunkel') → REJECTED
Frame 6995: PROPOSED ('afraid', 'safe', 'tree') ↔ ('ängstlich', 'sicher', 'Baum') → REJECTED
Frame 6995: PROPOSED ('beside', 'dark', 'some') ↔ ('neben', 'dunkel', 'einige') → REJECTED
Frame 6996: PROPOSED ('bored', 'jump', 'through') ↔ ('gelangweilt', 'springen', 'durch') → REJECTED
Frame 6996: PROPOSED ('big', 'car', 'around') ↔ ('groß', 'Auto', 'um') → REJECTED
Frame 6997: PROPOSED ('computer', 'river', 'river') ↔ ('Computer', 'Fluss', 'Fluss') → REJECTED
Frame 6997: PROPOSED ('artist', 'big', 'bright') ↔ ('Künstler', 'groß', 'hell') → REJECTED
Frame 6998: PROPOSED ('big', 'door', 'jump') ↔ ('groß', 'Tür', 'springen') → REJECTED
Frame 6998: PROPOSED ('bored', 'field', 'tree') ↔ ('gelangweilt', 'Feld', 'Baum') → REJECTED
Frame 6999: PROPOSED ('eat', 'few', 'across') ↔ ('essen', 'wenige', 'über') → REJECTED
Frame 6999: PROPOSED ('backpack', 'car', 'spoon') ↔ ('Rucksack', 'Auto', 'Löffel') → REJECTED
Frame 7000: PROPOSED ('boat', 'house', 'happy') ↔ ('Boot', 'Haus', 'glücklich') → REJECTED
Frame 7000: PROPOSED ('bright', 'over', 'boat') ↔ ('hell', 'über', 'Boot') → REJECTED
Frame 7001: PROPOSED ('house', 'run', 'lamp') ↔ ('Haus', 'laufen', 'Lampe') → ACCEPTED
Frame 7001: PROPOSED ('few', 'bright', 'fly') ↔ ('wenige', 'hell', 'fliegen') → REJECTED
Frame 7002: PROPOSED ('eat', 'happy', 'spoon') ↔ ('essen', 'glücklich', 'Löffel') → REJECTED
Frame 7002: PROPOSED ('sleep', 'safe', 'few') ↔ ('schlafen', 'sicher', 'wenige') → REJECTED
Frame 7003: PROPOSED ('cat', 'near', 'fly') ↔ ('Katze', 'nahe', 'fliegen') → REJECTED
Frame 7003: PROPOSED ('dark', 'dog', 'fast') ↔ ('dunkel', 'Hund', 'schnell') → REJECTED
Frame 7004: PROPOSED ('happy', 'learn', 'few') ↔ ('glücklich', 'lernen', 'wenige') → REJECTED
Frame 7004: PROPOSED ('lamp', 'sad', 'tired') ↔ ('Lampe', 'traurig', 'müde') → REJECTED
Frame 7005: PROPOSED ('backpack', 'across', 'car') ↔ ('Rucksack', 'über', 'Auto') → REJECTED
Frame 7005: PROPOSED ('dog', 'around', 'chair') ↔ ('Hund', 'um', 'Stuhl') → REJECTED
Frame 7006: PROPOSED ('lamp', 'none', 'dark') ↔ ('Lampe', 'keine', 'dunkel') → REJECTED
Frame 7006: PROPOSED ('none', 'fast', 'walk') ↔ ('keine', 'schnell', 'gehen') → REJECTED
Frame 7007: PROPOSED ('angry', 'excited', 'two') ↔ ('wütend', 'aufgeregt', 'zwei') → REJECTED
Frame 7007: PROPOSED ('some', 'excited', 'car') ↔ ('einige', 'aufgeregt', 'Auto') → REJECTED
Frame 7008: PROPOSED ('mountain', 'fly', 'sad') ↔ ('Berg', 'fliegen', 'traurig') → REJECTED
Frame 7008: PROPOSED ('city', 'angry', 'car') ↔ ('Stadt', 'wütend', 'Auto') → REJECTED
Frame 7009: PROPOSED ('over', 'warm', 'big') ↔ ('über', 'warm', 'groß') → REJECTED
Frame 7009: PROPOSED ('teacher', 'slow', 'under') ↔ ('Lehrer', 'langsam', 'unter') → REJECTED
Frame 7010: PROPOSED ('excited', 'field', 'bored') ↔ ('aufgeregt', 'Feld', 'gelangweilt') → REJECTED
Frame 7010: PROPOSED ('field', 'bored', 'boat') ↔ ('Feld', 'gelangweilt', 'Boot') → REJECTED
Frame 7011: PROPOSED ('field', 'fast', 'tree') ↔ ('Feld', 'schnell', 'Baum') → REJECTED
Frame 7011: PROPOSED ('boat', 'teacher', 'near') ↔ ('Boot', 'Lehrer', 'nahe') → REJECTED
Frame 7012: PROPOSED ('two', 'fly', 'bright') ↔ ('zwei', 'fliegen', 'hell') → REJECTED
Frame 7012: PROPOSED ('bright', 'afraid', 'beside') ↔ ('hell', 'ängstlich', 'neben') → REJECTED
Frame 7013: PROPOSED ('car', 'house', 'lamp') ↔ ('Auto', 'Haus', 'Lampe') → REJECTED
Frame 7013: PROPOSED ('build', 'small', 'boat') ↔ ('bauen', 'klein', 'Boot') → REJECTED
Frame 7014: PROPOSED ('dark', 'walk', 'bored') ↔ ('dunkel', 'gehen', 'gelangweilt') → REJECTED
Frame 7014: PROPOSED ('across', 'through', 'near') ↔ ('über', 'durch', 'nahe') → REJECTED
Frame 7015: PROPOSED ('angry', 'field', 'mountain') ↔ ('wütend', 'Feld', 'Berg') → REJECTED
Frame 7015: PROPOSED ('many', 'over', 'child') ↔ ('viele', 'über', 'Kind') → REJECTED
Frame 7016: PROPOSED ('artist', 'safe', 'field') ↔ ('Künstler', 'sicher', 'Feld') → REJECTED
Frame 7016: PROPOSED ('near', 'teach', 'backpack') ↔ ('nahe', 'lehren', 'Rucksack') → REJECTED
Frame 7017: PROPOSED ('computer', 'city', 'warm') ↔ ('Computer', 'Stadt', 'warm') → REJECTED
Frame 7017: PROPOSED ('fast', 'car', 'walk') ↔ ('schnell', 'Auto', 'gehen') → REJECTED
Frame 7018: PROPOSED ('walk', 'many', 'over') ↔ ('gehen', 'viele', 'über') → REJECTED
Frame 7018: PROPOSED ('teacher', 'car', 'cold') ↔ ('Lehrer', 'Auto', 'kalt') → REJECTED
Frame 7019: PROPOSED ('afraid', 'two', 'calm') ↔ ('ängstlich', 'zwei', 'ruhig') → REJECTED
Frame 7019: PROPOSED ('run', 'eat', 'swim') ↔ ('laufen', 'essen', 'schwimmen') → REJECTED
Frame 7020: PROPOSED ('run', 'build', 'swim') ↔ ('laufen', 'bauen', 'schwimmen') → REJECTED
Frame 7020: PROPOSED ('few', 'safe', 'under') ↔ ('wenige', 'sicher', 'unter') → REJECTED
Frame 7021: PROPOSED ('teach', 'artist', 'over') ↔ ('lehren', 'Künstler', 'über') → REJECTED
Frame 7021: PROPOSED ('house', 'fly', 'slow') ↔ ('Haus', 'fliegen', 'langsam') → REJECTED
Frame 7022: PROPOSED ('dark', 'angry', 'build') ↔ ('dunkel', 'wütend', 'bauen') → REJECTED
Frame 7022: PROPOSED ('learn', 'sleep', 'lamp') ↔ ('lernen', 'schlafen', 'Lampe') → REJECTED
Frame 7023: PROPOSED ('cat', 'over', 'door') ↔ ('Katze', 'über', 'Tür') → REJECTED
Frame 7023: PROPOSED ('beside', 'some', 'bored') ↔ ('neben', 'einige', 'gelangweilt') → REJECTED
Frame 7024: PROPOSED ('cat', 'around', 'tired') ↔ ('Katze', 'um', 'müde') → REJECTED
Frame 7024: PROPOSED ('safe', 'safe', 'lamp') ↔ ('sicher', 'sicher', 'Lampe') → REJECTED
Frame 7025: PROPOSED ('bright', 'learn', 'some') ↔ ('hell', 'lernen', 'einige') → REJECTED
Frame 7025: PROPOSED ('build', 'few', 'calm') ↔ ('bauen', 'wenige', 'ruhig') → REJECTED
Frame 7026: PROPOSED ('dog', 'door', 'slow') ↔ ('Hund', 'Tür', 'langsam') → REJECTED
Frame 7026: PROPOSED ('backpack', 'two', 'city') ↔ ('Rucksack', 'zwei', 'Stadt') → REJECTED
Frame 7027: PROPOSED ('swim', 'spoon', 'field') ↔ ('schwimmen', 'Löffel', 'Feld') → REJECTED
Frame 7027: PROPOSED ('cold', 'bored', 'door') ↔ ('kalt', 'gelangweilt', 'Tür') → REJECTED
Frame 7028: PROPOSED ('table', 'under', 'city') ↔ ('Tisch', 'unter', 'Stadt') → REJECTED
Frame 7028: PROPOSED ('fast', 'jump', 'child') ↔ ('schnell', 'springen', 'Kind') → REJECTED
Frame 7029: PROPOSED ('city', 'happy', 'spoon') ↔ ('Stadt', 'glücklich', 'Löffel') → REJECTED
Frame 7029: PROPOSED ('teach', 'big', 'some') ↔ ('lehren', 'groß', 'einige') → REJECTED
Frame 7030: PROPOSED ('around', 'artist', 'teacher') ↔ ('um', 'Künstler', 'Lehrer') → REJECTED
Frame 7030: PROPOSED ('over', 'lamp', 'excited') ↔ ('über', 'Lampe', 'aufgeregt') → REJECTED
Frame 7031: PROPOSED ('safe', 'learn', 'learn') ↔ ('sicher', 'lernen', 'lernen') → REJECTED
Frame 7031: PROPOSED ('sad', 'bored', 'beside') ↔ ('traurig', 'gelangweilt', 'neben') → REJECTED
Frame 7032: PROPOSED ('warm', 'spoon', 'eat') ↔ ('warm', 'Löffel', 'essen') → REJECTED
Frame 7032: PROPOSED ('cold', 'big', 'under') ↔ ('kalt', 'groß', 'unter') → REJECTED
Frame 7033: PROPOSED ('safe', 'spoon', 'teach') ↔ ('sicher', 'Löffel', 'lehren') → REJECTED
Frame 7033: PROPOSED ('river', 'computer', 'dark') ↔ ('Fluss', 'Computer', 'dunkel') → REJECTED
Frame 7034: PROPOSED ('one', 'near', 'near') ↔ ('eins', 'nahe', 'nahe') → REJECTED
Frame 7034: PROPOSED ('through', 'sad', 'over') ↔ ('durch', 'traurig', 'über') → REJECTED
Frame 7035: PROPOSED ('dog', 'learn', 'run') ↔ ('Hund', 'lernen', 'laufen') → REJECTED
Frame 7035: PROPOSED ('tree', 'backpack', 'jump') ↔ ('Baum', 'Rucksack', 'springen') → REJECTED
Frame 7036: PROPOSED ('afraid', 'house', 'sad') ↔ ('ängstlich', 'Haus', 'traurig') → REJECTED
Frame 7036: PROPOSED ('through', 'dog', 'table') ↔ ('durch', 'Hund', 'Tisch') → REJECTED
Frame 7037: PROPOSED ('teach', 'field', 'car') ↔ ('lehren', 'Feld', 'Auto') → REJECTED
Frame 7037: PROPOSED ('near', 'jump', 'city') ↔ ('nahe', 'springen', 'Stadt') → REJECTED
Frame 7038: PROPOSED ('tree', 'spoon', 'through') ↔ ('Baum', 'Löffel', 'durch') → REJECTED
Frame 7038: PROPOSED ('cat', 'big', 'warm') ↔ ('Katze', 'groß', 'warm') → REJECTED
Frame 7039: PROPOSED ('excited', 'safe', 'chair') ↔ ('aufgeregt', 'sicher', 'Stuhl') → REJECTED
Frame 7039: PROPOSED ('warm', 'sad', 'one') ↔ ('warm', 'traurig', 'eins') → REJECTED
Frame 7040: PROPOSED ('field', 'cold', 'door') ↔ ('Feld', 'kalt', 'Tür') → REJECTED
Frame 7040: PROPOSED ('cat', 'few', 'walk') ↔ ('Katze', 'wenige', 'gehen') → REJECTED
Frame 7041: PROPOSED ('teacher', 'build', 'none') ↔ ('Lehrer', 'bauen', 'keine') → REJECTED
Frame 7041: PROPOSED ('dark', 'safe', 'city') ↔ ('dunkel', 'sicher', 'Stadt') → REJECTED
Frame 7042: PROPOSED ('run', 'computer', 'teach') ↔ ('laufen', 'Computer', 'lehren') → REJECTED
Frame 7042: PROPOSED ('bored', 'mountain', 'calm') ↔ ('gelangweilt', 'Berg', 'ruhig') → REJECTED
Frame 7043: PROPOSED ('big', 'teacher', 'afraid') ↔ ('groß', 'Lehrer', 'ängstlich') → REJECTED
Frame 7043: PROPOSED ('afraid', 'child', 'slow') ↔ ('ängstlich', 'Kind', 'langsam') → REJECTED
Frame 7044: PROPOSED ('some', 'afraid', 'table') ↔ ('einige', 'ängstlich', 'Tisch') → REJECTED
Frame 7044: PROPOSED ('warm', 'door', 'car') ↔ ('warm', 'Tür', 'Auto') → REJECTED
Frame 7045: PROPOSED ('angry', 'fly', 'safe') ↔ ('wütend', 'fliegen', 'sicher') → REJECTED
Frame 7045: PROPOSED ('dark', 'under', 'bright') ↔ ('dunkel', 'unter', 'hell') → REJECTED
Frame 7046: PROPOSED ('many', 'city', 'cold') ↔ ('viele', 'Stadt', 'kalt') → REJECTED
Frame 7046: PROPOSED ('through', 'big', 'bright') ↔ ('durch', 'groß', 'hell') → REJECTED
Frame 7047: PROPOSED ('sad', 'under', 'big') ↔ ('traurig', 'unter', 'groß') → REJECTED
Frame 7047: PROPOSED ('run', 'calm', 'bored') ↔ ('laufen', 'ruhig', 'gelangweilt') → REJECTED
Frame 7048: PROPOSED ('sad', 'small', 'swim') ↔ ('traurig', 'klein', 'schwimmen') → REJECTED
Frame 7048: PROPOSED ('beside', 'through', 'all') ↔ ('neben', 'durch', 'alle') → REJECTED
Frame 7049: PROPOSED ('mountain', 'learn', 'through') ↔ ('Berg', 'lernen', 'durch') → REJECTED
Frame 7049: PROPOSED ('run', 'through', 'jump') ↔ ('laufen', 'durch', 'springen') → REJECTED
Frame 7050: PROPOSED ('bright', 'tree', 'through') ↔ ('hell', 'Baum', 'durch') → REJECTED
Frame 7050: PROPOSED ('car', 'walk', 'bright') ↔ ('Auto', 'gehen', 'hell') → REJECTED
Frame 7051: PROPOSED ('beside', 'computer', 'big') ↔ ('neben', 'Computer', 'groß') → REJECTED
Frame 7051: PROPOSED ('calm', 'many', 'bright') ↔ ('ruhig', 'viele', 'hell') → REJECTED
Frame 7052: PROPOSED ('door', 'jump', 'jump') ↔ ('Tür', 'springen', 'springen') → REJECTED
Frame 7052: PROPOSED ('computer', 'chair', 'dog') ↔ ('Computer', 'Stuhl', 'Hund') → REJECTED
Frame 7053: PROPOSED ('teach', 'swim', 'near') ↔ ('lehren', 'schwimmen', 'nahe') → REJECTED
Frame 7053: PROPOSED ('walk', 'cold', 'warm') ↔ ('gehen', 'kalt', 'warm') → REJECTED
Frame 7054: PROPOSED ('happy', 'dog', 'big') ↔ ('glücklich', 'Hund', 'groß') → REJECTED
Frame 7054: PROPOSED ('dog', 'cat', 'table') ↔ ('Hund', 'Katze', 'Tisch') → REJECTED
Frame 7055: PROPOSED ('child', 'all', 'teacher') ↔ ('Kind', 'alle', 'Lehrer') → REJECTED
Frame 7055: PROPOSED ('walk', 'sad', 'small') ↔ ('gehen', 'traurig', 'klein') → REJECTED
Frame 7056: PROPOSED ('jump', 'spoon', 'few') ↔ ('springen', 'Löffel', 'wenige') → REJECTED
Frame 7056: PROPOSED ('child', 'house', 'safe') ↔ ('Kind', 'Haus', 'sicher') → REJECTED
